Item (Texto),Gravedad,Sesgo,Nombre del Equipo
"Los manifestantes se agruparon en el sector de la calle 30 con avenida Circunvalar, bajaron por el boulevard del barrio Simón Bolívar generando pánico y terror a lo largo de su recorrido hasta llegar a la zona próxima de las viejas instalaciones de la Escuela de Policía Antonio Nariño. Estando allí, se enfrentaron al Esmad y lanzaron bombas molotov contra la antigua sede.","2,2,2,2","0,0,1,0",Programmasch
"El Comité del Paro Nacional de Colombia rechazó este lunes el decreto del Gobierno colombiano de Iván Duque el cual excluye los bloqueos durante las protestas pacíficas y, según ha denunciado la sociedad civil, los criminaliza.","1,1,2,1","-1,0,0,0",Programmasch
"El Gobierno de de Iván Duque modificó el viernes último el decreto para limitar la definición de la protesta pacífica, con lo cual, desde ahora, los bloqueos de las vías dejan de ser una forma de protestas, por lo que se permite el ""uso de la fuerza"" por parte de las fuerzas de seguridad.","2,2,2,2","0,0,0,0",Programmasch
"Durante su discurso inaugural de la 47 sesión del Consejo de Derechos Humanos de Naciones Unidas (CDHNU) en la ciudad suiza de Ginebra, la alta comisionada de las Naciones Unidas para los Derechos Humanos, Michelle Bachelet, ha asegurado este lunes que su oficina ha expresado su “grave preocupación” por las denuncias de “serias violaciones” de los derechos humanos cometidas por las fuerzas de seguridad durante las protestas antigubernamentales en Colombia.","0,0,1,0","-1,-1,0,-1",Programmasch
"Bachelet ha ofrecido un balance sobre las víctimas de la represión militar en Colombia aseverando que desde el 28 de abril —fecha en la que comenzaron las movilizaciones— hasta el 16 de junio, su oficina ha registrado 56 muertes, incluyendo 54 civiles y dos policías, así como 49 posibles víctimas de violencia sexual.","3,3,3,3","0,0,0,0",Programmasch
"Así, ha urgido a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones a los Derechos Humanos y los abusos cometidos desde el 28 de abril y, como resultado, que los responsables rindan cuentas.","1,0,1,1","-1,0,0,0",Programmasch
"La Minga Nacional, Social, Popular y Comunitaria de Popayán (capital del Cauca, suroeste de Colombia) denunció este lunes, a través de un comunicado, el rechazo al diálogo por parte de la Fiscalía y la criminalización de la protesta.","1,0,1,1","0,0,0,-1",Programmasch
"La tarde de este jueves, 17 de junio, Cali vivió una nueva jornada de protestas en donde se registraron problemas de orden público. Un bus del sistema de transporte MIO, que cubría la ruta P27, fue quemado por encapuchados en la calle 70 con carrera 1, en la vía que comunica a la ciudad de Cali con el municipio de Palmira. El vehículo de transporte público fue atravesado en la vía.","2,2,2,2","0,0,0,0",Programmasch
"El objetivo de las organizaciones sociales, indígenas, campesinas que integran la minga era consolidar las garantías para la vida y los derechos humanos de los ciudadanos e instalar la mesa técnica de diálogo.","0,0,0,0","0,0,0,0",Programmasch
"A través de mensajes recibidos por redes sociales y llamadas telefónicas, Gustavo Orozco, uno de los promotores de la marcha del silencio que pidió en Cali por el cese de la violencia al margen del paro nacional, recibió de nuevo amenazas de muerte.","2,3,2,2","0,0,0,0",Programmasch
"Miembros del Comité Nacional del Paro —un grupo conformado por sindicatos y organizaciones estudiantiles— señaló en conferencia de prensa que suspenderán las marchas que se habían estado realizando cada semana a fin de evitar la muerte de más manifestantes a manos de la policía y también para reducir los contagios de coronavirus en el país, que registra una cifra récord de decesos relacionados con la enfermedad.","0,1,1,1","0,1,0,0",Programmasch
"Las protestas han dejado pérdidas por 3.000 millones de dólares, según el ministerio de Finanzas, debido a que los bloqueos carreteros han impedido que las fábricas reciban materia prima y evitado la exportación de productos como el café y la caña de azúcar.","1,1,1,2","1,0,1,1",Programmasch
"A pesar de que el comité del paro ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y montado barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.","0,0,0,0","0,0,0,0",Programmasch
"El viceministro de Salud y Protección Social, Luis Alexander Moscoso, le dijo a Caracol Radio que Caldas está afrontando el cuarto pico de la pandemia por COVID-19 debido a las aglomeraciones que se registraron en las marchas y protestas, en las cuales no se guardó ningún protocolo de bioseguridad.","1,1,2,0","1,1,1,1",Programmasch
"Un panorama que la propia fundación señaló ha transcurrido en medio de estigmatizaciones y agresiones por parte de miembros de la Fuerza Pública y bajo un silencio total del gobierno y las autoridades. Luego de que los disturbios y manifestaciones se redujeran en el último tiempo, la Defensoría del Pueblo anunció que adelantará una jornada de recepción de quejas y denuncias abierta a los periodistas y reporteros gráficos que fueron víctimas de agresiones y restricciones a su oficio en el marco del paro iniciado el pasado 28 de abril.","1,1,1,2","-1,-1,-1,-1",Programmasch
"En materia de hechos que atentan contra la integridad física y moral de los periodistas, el informe detalla 73 agresiones físicas, 38 amenazas, 16 obstrucciones, 13 casos de robo o eliminación de material periodístico, 12 acciones arbitrarias en redes sociales, 10 hostigamientos, 9 detenciones ilegales, 7 negativas de acceso a la información, 5 daños a la infraestructura, 3 ciberataques a páginas web, 4 exclusiones, 4 casos de espionaje o invasión y 2 estigmatizaciones.","3,3,3,3","0,0,0,0",Programmasch
"Con fecha del 11 de junio, desde la Cancillería se envió un mensaje a algunos nacionales que viven en otros países. En dicha carta la vicepresidenta señala que a pesar de estar por fuera, ellos pueden evidenciar que Colombia “es una nación que nos emociona porque ha surgido a pesar de muchas dificultades y divisiones, donde la exclusión y la desigualdad han sido el origen de muchos de los problemas que aún hoy nos aquejan”.","0,0,0,0","1,1,1,1",Programmasch
Fuertes disturbios se registraron este miércoles en el norte de Popayán en desarrollo de una nueva jornada de manifestaciones del paro nacional. Se reportan seis personas lesionadas. ,"2,2,2","0,0,0",Yeies
"en algunas zonas de la capital continúan presentándose plantones, así como hechos de violencia y enfrentamientos entre manifestantes y la Fuerza Pública. Ese fue el caso de la noche del martes y la madrugada del miércoles, cuando Cristian David Castillo fue herido de gravedad en su cabeza, mientras estaba en la avenida Ciudad de Cali, a la altura de la avenida Suba, en medio de los disturbios que se presentaron en el lugar. A pesar de los intentos por salvarle la vida, murió cuando era trasladado en una ambulancia a un centro médico, producto de un paro cardiorrespiratorio generado por un golpe con objeto contundente, según dijo la Secretaría de Gobierno.","3,3,3","0,0,0",Yeies
"En las últimas horas, un video de una clase virtual se volvió viral. El hecho ocurrió en el Colegio la Merced, de Cali, Valle del Cauca, y muestra el momento en el que el padre de un estudiante le reclama al profesor por, según él, ""adoctrinamiento sobre el paro nacional"". el maestro les hizo un llamado a sus estudiantes para reflexionar. ""Los invito a que, junto a sus familias, no se queden en la inmediatez de las situaciones, sino que hagamos el esfuerzo de proyectarnos en la historia y en el futuro, y podamos analizar y reflexionar"", dijo el hombre. Y puso de ejemplo los peajes del país que han sido quemados en las últimas semanas: ""Miren que lo de los peajes, hace años, en diferentes regiones del país, vienen de las personas quejándose. Nada justifica la violencia, pero hay factores sociales que explican por qué la gente se vuelve violenta"". En la pantalla compartida por el profesor, había un dibujo con la frase 'a parar para avanzar'. Segundos después, uno de los padres de un estudiante habló. ""No me parece que sea un encuentro de estudiantes. La verdad, llevan 45 días sin clases para que usted venga a darles una clase de adoctrinamiento"", dijo el hombre. Le advirtió que estaba grabando la clase y dijo que le parecía una ""falta de respeto con los muchachos"". El padre de familia denuncia que el profesor de arte, del Colegio La Merced de Cali, durante las clases, está adoctrinando a los niños sobre el paro nacional.","3,2,1","0,1,1",Yeies
"En un barrio del sur de Cali, civiles se armaron con pistolas y fusiles para disparar contra algunos manifestantes, con policías a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Tras 50 días de protestas, el odio de clases quedó descubierto en la tercera ciudad más importante del país Colombia y que se suma a las problemáticas de desigualdad y racismo. Escobar fue uno de los que sacó su arma. Asegura que hizo ""unos disparos al aire"" con una pistola automática, en la más sangrienta jornada del llamado paro nacional, que dejó 13 muertos en la ciudad.","3,3,3","0,0,0",Yeies
"Dos meses después del inicio del paro nacional, las protestas y bloqueos han bajado en su intensidad. Con las mesas de diálogo instaladas en las principales ciudades del país, los acuerdos entre los gobiernos y los manifestantes han empezado a llegar a buenos puertos. Como forma de conmemoración a estos 62 días hoy hay programadas una serie de marchas en algunas ciudades como Medellín y Cali.","1,2,1","0,0,0",Yeies
"El dolor en Colombia comienza a salir y eso les asusta a las élites tradicionales; ven en peligro sus privilegios construidos sobre la opresión de la mayoría. Las castas sienten que la ciudadanía se estremece y se indigna al ver sus extravagantes privilegios, sus grandes haciendas, sus cuentas multimillonarias, sus avionetas llenas de cocaína. Expresar el dolor es una forma de alivianar y reconocernos en los otros, es un impulso para juntarnos y abrir nuevos caminos.","2,2,1","-1,-1,-1",Yeies
"En la noche de este lunes 28 de junio, cuando se cumplieron dos meses del paro nacional —cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio—, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades hubo manifestaciones pacíficas, en otras la jornada se vio empañada por actos de violencia y vandalismo que se extendieron hasta la noche.","2,1,2","0,0,0",Yeies
"Cuando se cumplieron dos meses desde el inicio del Paro Nacional en Colombia, en Bogotá se vivieron hechos de violencia y vandalismo que dejaron daños en el sistema de transporte público de la ciudad, personas lesionadas y capturados.","3,3,2","0,0,1",Yeies
"Por esta razón, el alcalde de Cali, Jorge Iván Ospina, manifestó que el paro nacional estimuló una actividad criminal en algunas zonas de la ciudad, la cual necesita ser resuelta con presencia de integrantes de la Fiscalía General de la Nación y la Policía.","3,3,2","0,0,1",Yeies
"Las organizaciones no gubernamentales (ONG) Indepaz y Temblores denunciaron el lunes que durante los dos meses de Paro Nacional en Colombia, que se ha desarrollado bajo el “uso excesivo de la violencia por parte de la Fuerza Pública”, se han cometido 75 asesinatos.","3,3,2","-1,-1,-1",Yeies
"Los oficiales del Ejército de la reserva activa del Curso Militar “Coronel Antonio Arredondo” expresaron este jueves su preocupación por la situación que atraviesa el país actualmente por cuenta del paro nacional. De acuerdo con el grupo de oficiales, Colombia
 está “frente a una amenaza que atenta contra la integridad del Estado, 
la democracia y las instituciones, al mismo tiempo que afecta la 
estructura productiva y empresarial del país”.","1,0,1","1,1,1",Yeies
"Este lunes Colombia cumplió dos meses de movilizaciones por el Paro Nacional. Las manifestaciones de la semana se vieron marcadas por un nuevo recrudecimiento de la violencia. Tras la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y a un joven civil. Por otro lado, en Bogotá fracasó el intento por instalar la mesa de diálogo con los representantes de la llamada Primera Línea.","2,3,3","0,0,0",Yeies
"El último informe de Monitoreo de Riesgos y Prevención de Afectaciones a los Derechos Humanos en Colombia de la JEP resalta el ""surgimiento de prácticas de autodefensa y paramilitarismo para atemorizar a las personas que participan en la protesta social"". La entidad informó que tienen evidencias del surgimiento de ""grupos de civiles armados"" en al menos 27 ciudades que realizaron 56 acciones violentas entre el 28 de abril y el 30 de mayo pasados.","3,3,3","0,0,0",Yeies
"“Aunque los medios colombianos continúan absteniéndose de informar sobre la represión arbitraria y las violaciones sistemáticas por parte de las fuerzas del orden, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de extrema violencia a manos de la policía y del ejército”, señaló la Asamblea en un documento publicado en junio.","3,3,3","0,0,0",Yeies
"La razón es que Gómez admitió que los jóvenes que se autodenominan como de la ‘primera línea’ “son grupos muy dispersos y no tienen líderes definidos. Aunque se autodenominen ‘primera línea’, bajo esa denominación hay muchísimos grupos, unos mucho más beligerantes, hay unos violentos. Hay otros que son personas muy estructuradas que buscan el diálogo”, dijo el funcionario en Caracol Radio.","1,0,2","0,0,0",Yeies
"Las movilizaciones sociales en contra del Gobierno de Iván Duque Márquez completaron dos meses de continuidad, desde que se inauguró el paro nacional el pasado 28 de abril en Colombia. Pese a que las protestas decrecieron en concurrencia e intensidad y aún no tienen un desenlace, marcaron un hito en cuanto a las luchas sociales en el país.","1,1,2","0,0,-1",Yeies
"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el departamento colombiano de Cauca, una de las regiones con gran población indígena en Colombia, dos de ellos identificados como integrantes de la Coordinadora de Procesos Populares y Comunitarios (CPPC) y miembros activos del paro nacional contra el gobierno de derecha de  Iván Duque.","3,3,3","-1,-1,-1",Yeies
"por medio de la cicular 17 de 2021, el Ministerio de Educación ordena a los profesores y directivos de colegios oficiales reponer las clases perdidas durante el paro nacional. Se solicita la reposición del tiempo a los estudiantes por la participación total o parcial de los docentes y directivos en el ceses de actividades durante el paro nacional.","0,0,0","0,0,0",Yeies
"Por medio de un video se denuncia el que sería el entrenamiento de la llamada 'Primera Línea' a menores de edad en el Parque de los Deseos, en Medellín. Por medio de las cámaras de seguridad del sector se conoce lo que sería el entrenamiento de por lo menos 20 niños con palos y escudos improvisados.","3,2,2","1,1,1",Yeies
"El ministro de justicia colombiano, Wilson Ruiz Orejuela, ha defendido este martes la actuación policial durante las protestas que han tenido lugar en el país desde el pasado
mes de abril contra el gobierno del presidente, Iván Duque, y ha descartado cualquier paralelismo con Chile, especialmente ante la posibilidad de que se produzca una reforma constitucional.","1,1,1","1,1,1",Yeies
"La concejal de Bogotá Heidy Sánchez, recordada por replicar información falsa sobre el presunto uso de ambulancias para transportar gases lacrimógenos con destino al Escuadrón Móvil Antidisturbios - Esmad en el Portal de las Américas, en el marco de las manifestaciones de la capital, resultó investigada por el delito de instigación. Ahora la misma concejal salió “regañada” al radicar una tutela que buscaba prohibir el uso del dispositivo Venom por parte del Esmad en Bogotá.","2,2,1","0,0,0",Yeies
"El presidente Iván Duque aseguró que no se puede tener conversaciones con personas que ""oculten su identidad"" y destacó que, por el contrario, los espacios de diálogo existen para para exponer sus ideas con ""todas las garantías democráticas"". ","2,2,2","1,1,1",Yeies
"Los congresistas de la oposición que fueron denunciados por supuestamente apoyar a los jóvenes manifestantes del paro nacional pidieron protección internacional al Comité de Derechos Humanos de los Parlamentarios, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de los organismos que los investigan como la Procuraduría.","3,2,0","-1,0,-1 ",Yeies
"Una reforma tributaria de Duque generó el pasado abril una serie de protestas en Colombia, que aunque fue retirada continuaron durante semanas por otras demandas sociales, con unos 74 fallecidos según organizaciones de derechos humanos, al menos 20 de ellos por disparos de la Policía, mientras que la Fiscalía del país señala que fueron 20 los muertos en estas movilizaciones.","3,3,3","-1,0,0",Yeies
"El mandatario Iván Duque apuntó que si bien se debe garantizar derechos ciudadanos como la protesta pacífica, un Estado no debe tolerar ""el vandalismo, el terrorismo urbano de baja intensidad, que amenazan el orden constitucional"".","3,2,2","1,1,1",Yeies
"La Policía entregó el balance de los cinco días de Paro Nacional contra la fallida reforma tributaria del Gobierno Duque. Mientras la institución habla de 504 uniformados lesionados, y asumió decenas de investigaciones internas, Temblores ONG registró 1.181 denuncias por violencia policial.","3,3,2","0,0,0",Yeies
"El objetivo de la tributaria se logró, pero las protestas no pararon. Con cada día que ha pasado hasta este 28 de mayo, se han sentido más fuertes y también se han 'llevado' por delante la reforma a la salud, a dos ministros (renunciaron Alberto Carrasquilla a Hacienda y Claudia Blum a la Cancillería) y a la Copa América, de la que Colombia iba a ser sede. ","1,2,1","0,0,0",Yeies
"¿Cómo podría entenderse que los jóvenes sin oportunidades de estudio pudieran salir a oponerse a una reforma tributaria, cuando la misma incluía matrícula cero en las instituciones de educación superior públicas para los estudiantes de los estratos 1, 2 y 3? ¿Qué motivó a los menores de 28 años que buscan su primer trabajo, a salir a gritar a las calles, desconociendo la validez de la institucionalidad y del Estado, cuando lo que se pretendía era que todos los que pagamos impuestos, subsidiáramos sus prestaciones sociales para que fuera más económico contratarlos y así disminuir su desempleo? La respuesta es una sola, sólo se le ocurre a quienes nada de lo que está pasando con esta pandemia les afecta en sus condiciones de vida, a quienes tienen garantizado su trabajo y a quienes no les importa la sostenibilidad de sus empresas. Sí, son esos populistas quienes dicen defender y representar los intereses de los más necesitados, pero a quienes el Estado, el Gobierno y las empresas, les garantizan seguir con su vida alejada de la realidad que hoy vive el país.","2,1,0","1,1,1",DT
"Son ellos, los que viven de las rentas del Estado y las empresas, los que manipularon a los jóvenes sin estudio y perjudicaron con su discurso político y desinformado a quienes están buscando conseguir su primer empleo, a quienes se encuentran en condiciones de pobreza, a quienes mantuvieron sus empleos por el subsidio a la nómina que salvó a las empresas para las que trabajan y, a los cuales, es importante aclarar, les hubieran mejorado sus condiciones de vida, si se hubiese aprobado una reforma tributaria que ni siquiera permitieron discutir. No se dejen manipular, abran los ojos, ellos no los representan. Son ellos quienes con mezquindad e intereses políticos están manipulando la información, adueñándose de sus angustias y reclamos, con el fin obtener prebendas y poniendo en grave riesgo a toda una sociedad.","2,1,1","1,1,1",DT
"La criminalización del derecho a la protesta, que cuando la única herramienta es cortar una ruta o hacer una manifestación artística empieza la persecución a través de redes sociales, a dispararles, hacerles perder la visión, golpearlos, torturarlos, generarles miedo. No son hechos aislados porque es un política de Estado para que eso ocurra. Hay un aval. El Esmad y la Policía actúan y violan los derechos humanos sabiendo que los van aplaudir y condecorar. También el cerco mediático de los grandes medios de comunicación que victimizan al agresor. Hacen quedar como que los manifestantes son unos vándalos y los que disparan son los buenos y la “gente de bien”. Para los medios, los violentos son los que se están defendiendo con un escudo de chapa, y los buenos son los que están disparando con gases vencidos, a los ojos, los que detienen arbitrariamente y torturan. ","3,3,3","-1,-1,-1",DT
"La familia de Santiago Ochoa ya reconoció los restos, pero se necesita la confirmación de Medicina Legal para el proceso judicial por desaparición que debe adelantar la Fiscalía. “En el caso de que mi sobrino pertenecía a la primera línea o que tuviera que ver sobre el paro o que el Esmad lo secuestró es totalmente falso. De ninguna información hemos dado autorización o permiso para que suban dicha información falsa”, aseguró la familiar de Santiago Ochoa. El presidente Iván Duque rechazó los hechos y pidió avanzar en la investigación para dar con los culpables.","3,2,2","1,0,0",DT
"La cuenta de cobro que les pasó a las pequeñas empresas los 51 días de paro en Colombia: Estudio de Acopi revela que la protesta les pasó factura por ausentismo laboral, cierre de puntos de venta, retrasos en los pagos y, suspensión en la producción, entre otros. Mientras que aún sigue latente la amenaza de un nuevo estallido social, cuyo detonante sería que el Congreso de la República no apruebe los proyectos y peticiones que están en capilla, las pequeñas, micro y medianas empresas (mipymes) que son la mayor parte del tejido empresarial del país, empiezan a medir los efectos de los 51 días de paro nacional que se registraron en el primer semestre del año.","1,1,2","1,0,0",DT
"No se permitirán bloqueos en próximas jornadas de manifestaciones: MinDefensa. El ministro Diego Molano, aseguró que hay información de inteligencia sobre que las disidencias de las Farc y el ELN buscan financiar actos violentos. Un nuevo mensaje le envió el gobierno a quienes pretenden tomarse las vías de hecho en medio de manifestaciones. Dijo el ejecutivo que no se permitirán actos de vandalismo ni bloqueos como ocurrido en las últimas jornadas del paro nacional.","1,2,2","1,1,1",DT
"¿Niños entrenados en las filas de la ‘primera línea’? Crece la polémica. La polémica sigue viva luego de que aparecieran videos de menores siendo entrenados para hacer parte de la primera línea del denominado paro nacional. En entrevista con Vicky en SEMANA, Yohana Jiménez, promotora de la cadena perpetua para violadores en Colombia, y Margarita Restrepo, representante a la Cámara por el Centro Democrático, debatieron sobre los videos que se han conocido en redes sociales que dan cuenta de niños que estarían siendo entrenados para hacer parte de la denominada primera línea, acompañados por adultos.","2,1,2","1,1,1",DT
"Ningún organismo puede exigirle a Colombia aceptar bloqueos: Álvaro Uribe. El expresidente de Colombia Álvaro Uribe Vélez rechazó en su cuenta de Twitter que alguna entidad u organización pudiera exigirle a Colombia aceptar los bloqueos a manera de protestas argumentado que se desconoce el daño que esto genera en la sociedad. La Comisión Interamericana de Derechos Humanos, CIDH, entregará este miércoles un balance de las protestas sociales en Colombia, un mes después de la visita de sus delegados al país, en el marco del paro nacional. ","1,1,1","1,1,1",DT
"Del Comité del Paro a una campaña presidencial, Jennifer Pedraza salta a la arena política. La líder estudiantil será la jefe de debate del precandidato presidencial Jorge Enrique Robledo. Jennifer Pedraza, reconocida activista que ha conocido el país por su participación en las distintas movilizaciones que se han hecho en los últimos meses, anunció en sus redes sociales que será la jefe de debate del precandidato presidencial Jorge Enrique Robledo.","0,0,0","1,0,0",DT
"“Es doloroso que usemos a los niños con fines políticos y tal vez de guerra”: directora del ICBF. Las imágenes de niños muy pequeños, aparentemente recibiendo entrenamiento de miembros de la primera línea en Medellín, han causado indignación. El ministro de Defensa, la alcaldía, la Personería y la Defensoría del Pueblo también se pronunciaron. Las primeras líneas del país han despertado un debate sobre la protestas pacífica y cómo esta llega a tornarse violenta, tras más de dos meses de disturbios en todo el país. Desde hace semanas se sabe que entre los integrantes hay menores de edad, pero en las últimas horas, la polémica creció por las imágenes de presuntos miembros de esos grupos, entrenando a niños muy pequeños en el Parque de los Deseos de la capital de Antioquia.","2,2,2","1,1,0",DT
"Rechazamos el entrenamiento de niños por parte de la primera línea: MinDefensa. El ministro Diego Molano indicó que los menores de edad deben estar en la casa o en el colegio, pero no siendo adoctrinados por adultos. Rechazo han generado algunos videos en donde se ve a niños y menores de edad, siendo entrenados por integrantes de la primera línea en algunas ciudades como Cali y Medellín. Ante la situación, el ministro de Defensa, Diego Molano se sumó a las voces que condenaron dichos entrenamientos e indicó que los menores de edad deben estar en la casa con los padres, en el colegio estudiando, pero no siendo adoctrinados por adultos o por esta clase de grupos.","2,2,2","1,1,0",DT
"Desaparecidos durante Paro Nacional en Colombia: las cifras no cuadran porque el Estado no las busca. La desaparición es un crimen de lesa humanidad, típico de una dictadura, no de una democracia. Colombia hace encender las alarmas, no solo por la violencia policial, sino ante la incongruencia de las cifras. ¿Por qué estas diferencias tan grandes en las cifras de desaparecidos en el marco de las protestas? ""Creo que el problema entre cifras oficiales y las recogidas por otros entes puede radicar, entre otros, en la demora de la Defensoría del Pueblo en tomar cartas en el asunto, puesto que los mecanismos de veeduría y control han tardado en empezar a verificar los diversos casos de violencia”, dice a DW el antropólogo Sebastián Lanz, codirector de Temblores, una ONG que a través del litigio jurídico ante las altas cortes busca ""establecer un diálogo entre el Estado, los vulnerados y las comunidades incomunicadas”.","3,3,3","-1,-1,-1",DT
"Allí, por ley, los detenidos deben contar con la presencia del Ministerio Público para verificar el respeto de los derechos humanos. ""Pero lo que hemos visto durante el Paro Nacional es que la Policía ha conducido a las personas a otro tipo de instalaciones, e incluso, como en Pereira, a centros clandestinos de detención”, explica Lanz. El otro tipo de detenciones que pueden estar llevando a reportes de desaparecidos son ""las capturas de manifestantes o personas que se encuentren cerca de los lugares de protesta, que son directamente acusados de delitos como terrorismo sin que existan evidencias de ello”. Y precisamente porque, según Temblores, ni la Defensoría del Pueblo ni la Personería ni la Procuraduría están actuando, esa ONG anuncia el lanzamiento de ""un plan de emergencia en búsqueda de los desaparecidos”.","3,3","-1,-1",DT
"“La Primera Línea es un grupo de jóvenes dispuestos a enfrentarse con escudos, para repeler los ataques policiales contra los manifestantes”, explica Jonathan[1], uno de estos Gavroches latinos, quien hace parte de los 60 a 80 jóvenes presentes en Puerto Rellena, al norte de la ciudad, en la vía que conduce al aeropuerto Alfonso Bonilla Aragón y a la Panamericana, sitio que ha sido rebautizado como Puerto Resistencia y se ha convertido en un lugar emblemático en Cali. Sus escudos: placas de metal, protecciones artesanales hechas con latas abiertas y aplastadas. Sus armas contra la fuerza publica, que los enfrenta con munición letal y tanques: piedras. La situación esta muy lejos de ser como la Guerra de los botones.","2,2","-1,-1",DT
"De manera análoga, el lunes en la mañana, en Yumbo, al norte de Cali, el ESMAD habría enviado un tanque para terminar la protesta. Utilizan armas de guerra contra civiles desarmados en las calles mientras que, paralelamente, se presentan situaciones diversas; ""Dos motos de la policía se llevaron a Henry[i], uno de nuestros cascos azules"", advierte Jonathan, que, al día de hoy, no tiene noticias suyas. “Queremos que los medios vengan aquí y vean qué está pasando. Esta es nuestra mejor arma: la información"", agrega Peri, también de Paso Resistencia. De hecho, denuncian que la policía está sobornando con dinero a la población a cambio de información sobre la identidad de los jóvenes que constituyen la Primera Línea.","2,3,3","-1,-1,-1",DT
"¿Sin empatía con las víctimas? El asesinato del joven Santiago Murillo en Ibagué (centro del país) el 1° de mayo, probablemente a manos de un agente de la fuerza antimotines ESMAD, como lo confirmó este mismo 19 de mayo la fiscalía, es un caso que conmueve, y aterra al país apunta Gaviria, quien está convencido de que si ""Iván Duque hubiera reconocido ese letal error, le hubiera pedido disculpas a la familia del joven y hubiera rechazado contundentemente el uso desmedido de la fuerza, no hubieran muerto tantos jóvenes”. Por último, el rector de la Universidad de Los Andes considera que más allá de los problemas sociales y económicos que tiene el país, ahora, en medio de la protesta, lo fundamental es ""el rechazo a la violencia en todo sentido, y especialmente el rechazo - expreso y convincente - del Gobierno de Colombia a la violencia estatal”.","3,3","-1,-1",DT
"Las más denigrantes medidas de sujeción y engaño, arbitrariedad y violencia, capitaneadas por el Estado, usualmente suelen ser confrontadas con fiestas democráticas, que llevan al máximo punto la creatividad y la conciencia. El arte ciudadano dialoga con la política barrial; los estudiantes alzan una sola voz con la clase trabajadora en acto y potencia; las mujeres protagonizan las luchas por el reconocimiento y la redistribución, así como las negritudes y la fuerza indígena-originario-campesina, que clama una verdadera reforma agraria; los ecologistas añaden la ensoñación posible de reinventar nuestras relaciones con la naturaleza, de modo que la fractura metabólica sea superada. Esta y otra constelación de subjetividades y colectividades se reúnen cuando de luchar por un sueño de reivindicaciones y emancipaciones se trata, articulando teoría y praxis, así como las dos fuerzas constitutivas de la voluntad, racionalidad y emoción. El paro es una de las tantas formas de hacer frente a la arbitrariedad. ","1,0,0","-1,0,0",DT
"El iniciado el 28 de abril se ha caracterizado por ser rico y fecundo en complejidad, al irradiarse de otras praxis de insumisión, como la desobediencia civil y la revolución en su fase de víspera. También por ser una expresión de resistencia multitudinaria que no se limitó a la exigencia de que el Gobierno retirara el proyecto de reforma tributaria. Como es bien sabido, sus resonancias van mucho más allá. Bajo la punta del iceberg, hay una verdadera denuncia contra todo el orden establecido; esto es, contra la debacle del Estado colombiano, que es hacedor de un lastre de pandemias sociales: masacres, corrupción, violencia de género, inequidad, feminicidios, hambre, pobreza, desempleo, racismo, xenofobia, extractivismo, abuso de la Fuerza Pública, impunidad, leyes contramayoritarias, bandidos de cuello blanco… En este orden de ideas, no estamos ante un paro con espíritu de corto, sino de largo aliento. Si deja de estar presente en acto, lo estará en potencia, como una fuerza latente.","2,1,1","-1,-1,-1",DT
"Desde su fundación, medios como RCN fueron apadrinados por poderosos empresarios y elites políticas para que defiendan lo indefendible, los intereses del statu quo. En contraste, las redes sociales muestran las cosas mismas. Un ejemplo de esto es el paro nacional en curso. Han sido las redes —que se han convertido en una suerte de bistró o cafés-ágora— las que han recogido su riqueza teórico-práctica y político-social. Entre otros hechos, el parlamento ha enfatizado los siguientes: el esplendor de la fiesta democrática, que llegó al cénit en ciudades como Cali, que pasó de ser la sucursal del cielo a ser la capital de la resistencia; la profundidad sentipensante de emociones políticas como la rabia, prima-hermana de la solidaridad y el amor, que muta en indignación, y la indignación, en resistencia multitudinaria y dignificante; el verdadero vandalismo de cuello blanco (Hidroituango, Reficar, Electricaribe, Odebrecht, Chirajara, carrusel de la contratación, Túnel de la Línea, Saludcoop...), que ha dejado al país mucho peor que cualquier estación de Transmilenio; la deficiente y demagoga campaña de vacunación; el colapso y la podredumbre de las instituciones; la insensatez de confundir la opinión de personas de la farándula e influencers con el argumento de expertos analistas políticos. Este es solo el inicio.","2,1,1","-1,-1,-1",DT
